ID,A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,Result
825,Always,Sometimes,Always,Never,Never,Sometimes,Always,Never,Never,Sometimes,Always,Always,Never,Sometimes,Always,Always,Never,Sometimes,Sometimes,Sometimes,False
826,Never,Sometimes,Always,Always,Always,Always,Never,Always,Never,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,True
827,Sometimes,Never,Never,Sometimes,Always,Sometimes,Never,Always,Never,Never,Always,Never,Sometimes,Always,Never,Sometimes,Sometimes,Always,Never,Always,False
828,Sometimes,Sometimes,Always,Never,Always,Sometimes,Sometimes,Never,Sometimes,Always,Never,Never,Always,Never,Always,Always,Never,Always,Never,Always,True
829,Never,Always,Sometimes,Never,Always,Sometimes,Never,Never,Always,Sometimes,Never,Always,Sometimes,Always,Always,Never,Never,Always,Always,Sometimes,False
830,Never,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Never,Always,Always,Never,Sometimes,Always,Never,Never,Sometimes,Always,Always,Sometimes,Always,True
831,Never,Never,Always,Sometimes,Always,Never,Always,Sometimes,Always,Never,Always,Sometimes,Sometimes,Sometimes,Sometimes,Always,Never,Sometimes,Sometimes,Sometimes,False
832,Sometimes,Never,Always,Never,Always,Always,Never,Always,Always,Never,Sometimes,Sometimes,Always,Always,Never,Always,Always,Never,Sometimes,Never,True
833,Sometimes,Sometimes,Always,Sometimes,Never,Always,Sometimes,Never,Never,Never,Always,Always,Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,Always,False
834,Always,Never,Sometimes,Sometimes,Sometimes,Always,Always,Never,Sometimes,Always,Never,Never,Never,Always,Always,Always,Always,Always,Always,Always,True
835,Sometimes,Never,Always,Never,Never,Never,Sometimes,Sometimes,Never,Always,Always,Always,Always,Never,Sometimes,Always,Always,Sometimes,Always,Never,False
836,Always,Always,Sometimes,Always,Sometimes,Always,Always,Sometimes,Never,Always,Sometimes,Never,Never,Always,Always,Always,Never,Always,Never,Sometimes,True
837,Always,Never,Sometimes,Always,Always,Never,Always,Never,Always,Always,Never,Sometimes,Sometimes,Sometimes,Always,Always,Sometimes,Never,Always,Always,False
838,Sometimes,Never,Sometimes,Sometimes,Sometimes,Always,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,Always,Never,Sometimes,Always,Never,Always,Always,True
839,Sometimes,Always,Always,Never,Sometimes,Sometimes,Never,Never,Sometimes,Always,Always,Sometimes,Never,Never,Always,Always,Never,Always,Always,Sometimes,False
840,Sometimes,Always,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes,Always,Always,Sometimes,Always,Sometimes,Never,Never,Never,Always,Sometimes,Never,True
841,Always,Sometimes,Always,Sometimes,Always,Always,Never,Never,Never,Always,Always,Sometimes,Always,Sometimes,Sometimes,Always,Always,Sometimes,Always,Always,False
842,Sometimes,Always,Sometimes,Never,Sometimes,Always,Always,Never,Never,Never,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Always,Always,True
843,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Always,Never,Never,Always,Never,Sometimes,Sometimes,Sometimes,Never,Always,Never,Always,Never,False
844,Always,Always,Always,Never,Always,Sometimes,Never,Sometimes,Sometimes,Always,Sometimes,Never,Always,Never,Always,Always,Always,Never,Never,Never,True
845,Never,Never,Always,Sometimes,Always,Sometimes,Always,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Always,Never,Sometimes,Sometimes,Never,Always,Always,False
846,Never,Never,Always,Always,Never,Never,Always,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Always,Never,Never,Never,Never,Always,True
847,Never,Never,Never,Sometimes,Always,Always,Always,Never,Sometimes,Never,Sometimes,Never,Always,Sometimes,Always,Always,Never,Never,Always,Sometimes,False
848,Always,Sometimes,Sometimes,Never,Sometimes,Always,Sometimes,Sometimes,Always,Always,Sometimes,Never,Never,Always,Always,Never,Always,Never,Sometimes,Never,True
849,Never,Sometimes,Never,Sometimes,Never,Sometimes,Never,Always,Never,Always,Sometimes,Never,Always,Sometimes,Sometimes,Never,Never,Never,Never,Never,False
850,Never,Sometimes,Sometimes,Sometimes,Never,Never,Never,Sometimes,Always,Always,Sometimes,Never,Never,Always,Never,Sometimes,Never,Never,Sometimes,Sometimes,True
851,Sometimes,Never,Never,Always,Sometimes,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,Always,Always,Never,Always,Never,Never,False
852,Always,Never,Always,Always,Never,Always,Never,Never,Always,Always,Never,Never,Never,Always,Never,Never,Always,Always,Never,Sometimes,True
853,Sometimes,Always,Always,Never,Always,Always,Always,Never,Always,Always,Never,Sometimes,Sometimes,Sometimes,Always,Always,Sometimes,Sometimes,Always,Never,False
854,Always,Always,Always,Sometimes,Always,Always,Always,Always,Never,Sometimes,Sometimes,Always,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Always,Never,True
855,Sometimes,Sometimes,Never,Sometimes,Sometimes,Always,Sometimes,Never,Always,Sometimes,Always,Never,Never,Sometimes,Never,Always,Never,Never,Sometimes,Sometimes,False
856,Sometimes,Always,Sometimes,Never,Never,Never,Never,Never,Always,Sometimes,Always,Sometimes,Always,Never,Sometimes,Always,Always,Always,Never,Sometimes,True
857,Always,Always,Never,Always,Never,Always,Always,Sometimes,Always,Always,Sometimes,Always,Always,Never,Sometimes,Always,Always,Never,Always,Sometimes,False
858,Sometimes,Sometimes,Always,Sometimes,Never,Sometimes,Always,Sometimes,Sometimes,Always,Sometimes,Never,Never,Sometimes,Always,Always,Never,Sometimes,Never,Sometimes,True
859,Always,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,Never,Always,Never,Always,Never,Always,Never,Never,Sometimes,Never,Always,Never,Always,False
860,Always,Always,Always,Sometimes,Sometimes,Always,Sometimes,Always,Never,Sometimes,Never,Always,Never,Sometimes,Always,Sometimes,Always,Always,Sometimes,Sometimes,True
861,Never,Never,Never,Sometimes,Always,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Always,Never,Always,Always,Sometimes,Sometimes,False
862,Never,Always,Never,Never,Never,Always,Sometimes,Always,Always,Sometimes,Never,Never,Always,Always,Sometimes,Never,Never,Sometimes,Sometimes,Never,True
863,Always,Never,Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,Never,Always,Sometimes,Never,Never,Always,Never,Never,Sometimes,Always,Sometimes,False
864,Sometimes,Never,Sometimes,Always,Sometimes,Sometimes,Never,Sometimes,Sometimes,Always,Never,Never,Never,Never,Never,Sometimes,Never,Never,Always,Sometimes,True
865,Always,Always,Never,Sometimes,Sometimes,Never,Sometimes,Always,Sometimes,Always,Always,Never,Always,Always,Never,Sometimes,Always,Never,Always,Always,False
866,Always,Sometimes,Sometimes,Never,Always,Always,Always,Always,Always,Always,Never,Sometimes,Never,Always,Sometimes,Never,Never,Never,Always,Always,True
867,Always,Sometimes,Sometimes,Sometimes,Always,Sometimes,Always,Always,Never,Never,Always,Sometimes,Never,Always,Never,Always,Sometimes,Always,Sometimes,Always,False
868,Never,Always,Sometimes,Always,Always,Always,Always,Never,Never,Sometimes,Sometimes,Always,Never,Always,Always,Never,Sometimes,Sometimes,Sometimes,Sometimes,True
869,Always,Always,Sometimes,Always,Always,Always,Sometimes,Sometimes,Never,Never,Always,Never,Never,Sometimes,Never,Always,Sometimes,Always,Never,Sometimes,False
870,Never,Sometimes,Always,Always,Never,Never,Always,Always,Always,Sometimes,Never,Sometimes,Never,Sometimes,Always,Always,Sometimes,Sometimes,Always,Sometimes,True
871,Never,Always,Never,Never,Always,Sometimes,Never,Never,Never,Never,Always,Always,Always,Always,Sometimes,Always,Sometimes,Always,Always,Always,False
872,Sometimes,Sometimes,Sometimes,Always,Sometimes,Never,Always,Sometimes,Never,Sometimes,Sometimes,Always,Sometimes,Never,Always,Sometimes,Never,Never,Sometimes,Never,True
873,Never,Always,Never,Never,Always,Sometimes,Sometimes,Always,Sometimes,Sometimes,Sometimes,Never,Always,Never,Always,Never,Always,Never,Never,Always,False
874,Never,Never,Always,Sometimes,Sometimes,Always,Always,Always,Always,Always,Never,Never,Always,Sometimes,Never,Never,Always,Sometimes,Sometimes,Sometimes,True
875,Sometimes,Never,Always,Sometimes,Always,Never,Sometimes,Sometimes,Never,Never,Never,Always,Sometimes,Never,Sometimes,Sometimes,Sometimes,Always,Never,Never,False
876,Sometimes,Always,Sometimes,Always,Never,Never,Never,Sometimes,Always,Always,Always,Always,Always,Sometimes,Always,Always,Never,Sometimes,Never,Never,True
877,Sometimes,Always,Always,Sometimes,Never,Always,Never,Always,Sometimes,Always,Always,Sometimes,Never,Always,Never,Always,Always,Sometimes,Always,Always,False
878,Sometimes,Never,Sometimes,Always,Never,Never,Always,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,Always,Never,Never,Sometimes,Always,Sometimes,True
879,Always,Always,Always,Never,Always,Never,Never,Sometimes,Always,Never,Always,Never,Never,Sometimes,Sometimes,Always,Sometimes,Always,Always,Never,False
880,Sometimes,Always,Always,Always,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,Never,Never,Sometimes,Never,Sometimes,Sometimes,Always,Sometimes,Always,True
881,Never,Never,Never,Always,Never,Sometimes,Always,Never,Sometimes,Never,Always,Never,Sometimes,Never,Never,Never,Always,Always,Always,Sometimes,False
882,Sometimes,Never,Sometimes,Always,Sometimes,Always,Never,Always,Sometimes,Never,Never,Sometimes,Never,Sometimes,Sometimes,Always,Never,Always,Never,Always,True
883,Always,Always,Never,Never,Never,Always,Sometimes,Always,Always,Always,Sometimes,Sometimes,Sometimes,Never,Always,Always,Never,Never,Always,Always,False
884,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Never,Always,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,Never,Never,Never,Always,True
885,Sometimes,Always,Always,Sometimes,Never,Sometimes,Always,Never,Sometimes,Never,Always,Sometimes,Always,Always,Sometimes,Never,Sometimes,Sometimes,Always,Sometimes,False
886,Always,Always,Always,Sometimes,Sometimes,Always,Never,Always,Always,Always,Never,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,Always,True
887,Always,Always,Never,Always,Never,Never,Always,Always,Never,Sometimes,Sometimes,Sometimes,Always,Never,Always,Always,Always,Always,Never,Always,False
888,Sometimes,Never,Sometimes,Never,Never,Always,Always,Sometimes,Sometimes,Always,Always,Never,Never,Always,Always,Always,Always,Sometimes,Sometimes,Sometimes,True
889,Always,Always,Never,Always,Sometimes,Always,Always,Never,Sometimes,Sometimes,Always,Always,Always,Sometimes,Always,Never,Never,Always,Always,Never,False
890,Never,Never,Sometimes,Always,Sometimes,Never,Always,Sometimes,Always,Never,Never,Never,Always,Sometimes,Always,Sometimes,Never,Sometimes,Never,Never,True
891,Always,Sometimes,Never,Never,Never,Sometimes,Always,Sometimes,Sometimes,Always,Always,Sometimes,Never,Sometimes,Sometimes,Always,Always,Sometimes,Always,Never,False
892,Always,Sometimes,Always,Sometimes,Always,Never,Always,Sometimes,Always,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,Never,Sometimes,True
893,Sometimes,Never,Never,Sometimes,Never,Always,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Always,Always,Always,Sometimes,Never,Never,Sometimes,False
894,Always,Never,Always,Always,Never,Sometimes,Never,Sometimes,Always,Always,Never,Sometimes,Never,Always,Never,Always,Sometimes,Never,Never,Never,True
895,Sometimes,Sometimes,Never,Never,Always,Never,Sometimes,Sometimes,Always,Never,Always,Never,Sometimes,Always,Always,Always,Always,Always,Sometimes,Sometimes,False
896,Sometimes,Never,Never,Sometimes,Never,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Always,Never,Sometimes,Sometimes,Sometimes,Sometimes,Always,Never,True
897,Sometimes,Always,Always,Sometimes,Always,Always,Never,Always,Sometimes,Never,Always,Sometimes,Always,Always,Never,Never,Never,Sometimes,Never,Never,False
898,Sometimes,Never,Always,Always,Never,Sometimes,Always,Sometimes,Sometimes,Never,Never,Always,Always,Never,Sometimes,Sometimes,Never,Sometimes,Always,Always,True
899,Never,Never,Never,Always,Always,Sometimes,Never,Never,Sometimes,Always,Always,Sometimes,Always,Always,Never,Sometimes,Never,Sometimes,Never,Always,False
900,Never,Never,Always,Sometimes,Sometimes,Never,Never,Always,Never,Never,Never,Never,Always,Sometimes,Never,Never,Always,Sometimes,Always,Always,True
901,Always,Sometimes,Never,Always,Sometimes,Sometimes,Never,Always,Always,Sometimes,Never,Always,Sometimes,Always,Sometimes,Sometimes,Sometimes,Always,Always,Always,False
902,Never,Sometimes,Sometimes,Always,Never,Sometimes,Never,Never,Never,Always,Always,Always,Always,Never,Never,Never,Sometimes,Sometimes,Always,Sometimes,True
903,Never,Sometimes,Always,Always,Never,Always,Always,Sometimes,Always,Sometimes,Never,Sometimes,Sometimes,Always,Always,Never,Never,Never,Never,Always,False
904,Always,Never,Never,Always,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Never,Sometimes,Never,Never,Never,Never,Always,True
905,Sometimes,Sometimes,Never,Sometimes,Always,Sometimes,Always,Never,Never,Never,Sometimes,Always,Always,Sometimes,Always,Always,Sometimes,Never,Never,Sometimes,False
906,Always,Never,Never,Never,Always,Always,Always,Never,Sometimes,Sometimes,Never,Always,Never,Never,Sometimes,Never,Always,Never,Sometimes,Never,True
907,Sometimes,Sometimes,Always,Never,Sometimes,Always,Sometimes,Always,Sometimes,Sometimes,Always,Sometimes,Always,Never,Never,Sometimes,Never,Sometimes,Never,Never,False
908,Never,Always,Always,Never,Always,Always,Sometimes,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Always,Never,Sometimes,True
909,Always,Never,Always,Sometimes,Sometimes,Sometimes,Never,Sometimes,Always,Always,Always,Sometimes,Always,Always,Never,Sometimes,Always,Always,Always,Always,False
910,Never,Never,Sometimes,Never,Always,Never,Sometimes,Always,Sometimes,Sometimes,Sometimes,Never,Always,Sometimes,Never,Sometimes,Sometimes,Always,Sometimes,Sometimes,True
911,Never,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,Always,Never,Always,Sometimes,Always,Never,Never,Never,Never,Always,False
912,Sometimes,Always,Sometimes,Sometimes,Never,Always,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,Never,Sometimes,Always,Never,Always,Always,Sometimes,Always,True
913,Always,Always,Never,Always,Never,Always,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Always,Always,Never,Never,Never,Always,Always,False
914,Sometimes,Always,Sometimes,Always,Never,Never,Never,Never,Always,Never,Always,Sometimes,Sometimes,Never,Always,Never,Always,Sometimes,Never,Never,True
915,Never,Never,Never,Never,Sometimes,Always,Never,Never,Sometimes,Always,Sometimes,Always,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never,False
916,Never,Never,Sometimes,Always,Always,Never,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Always,Never,Always,Sometimes,Always,Never,Never,Sometimes,True
917,Sometimes,Always,Never,Sometimes,Always,Never,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never,Always,False
918,Always,Always,Sometimes,Always,Sometimes,Never,Never,Always,Never,Never,Sometimes,Sometimes,Sometimes,Always,Sometimes,Never,Always,Always,Always,Sometimes,True
919,Never,Always,Never,Sometimes,Never,Never,Sometimes,Always,Sometimes,Always,Never,Sometimes,Sometimes,Sometimes,Always,Always,Always,Never,Always,Always,False
920,Sometimes,Sometimes,Never,Always,Always,Always,Never,Sometimes,Always,Always,Never,Always,Always,Never,Sometimes,Always,Never,Never,Sometimes,Always,True
921,Never,Always,Never,Never,Sometimes,Never,Sometimes,Sometimes,Always,Sometimes,Always,Always,Always,Always,Never,Sometimes,Always,Never,Never,Sometimes,False
922,Always,Always,Always,Sometimes,Always,Sometimes,Always,Always,Sometimes,Always,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Always,Never,Sometimes,True
923,Never,Always,Never,Sometimes,Sometimes,Always,Sometimes,Sometimes,Never,Never,Sometimes,Always,Sometimes,Always,Sometimes,Always,Sometimes,Never,Never,Always,False
924,Always,Sometimes,Sometimes,Sometimes,Always,Sometimes,Always,Always,Sometimes,Always,Sometimes,Always,Never,Always,Never,Sometimes,Always,Never,Never,Always,True
925,Always,Sometimes,Always,Never,Always,Sometimes,Sometimes,Never,Never,Sometimes,Never,Never,Sometimes,Never,Always,Always,Always,Sometimes,Always,Always,False
926,Sometimes,Sometimes,Never,Never,Always,Never,Always,Always,Always,Always,Never,Never,Never,Always,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,True
927,Never,Sometimes,Never,Never,Sometimes,Sometimes,Never,Always,Always,Never,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,Never,Always,Never,False
928,Sometimes,Sometimes,Sometimes,Never,Sometimes,Always,Always,Never,Never,Always,Sometimes,Always,Always,Never,Always,Sometimes,Always,Always,Always,Always,True
929,Always,Sometimes,Never,Never,Never,Sometimes,Always,Never,Sometimes,Always,Never,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Always,Sometimes,Never,False
930,Never,Always,Sometimes,Always,Always,Never,Always,Always,Sometimes,Sometimes,Sometimes,Always,Always,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes,True
931,Always,Never,Never,Always,Never,Sometimes,Sometimes,Always,Sometimes,Never,Never,Never,Sometimes,Sometimes,Sometimes,Always,Always,Sometimes,Sometimes,Always,False
932,Sometimes,Never,Never,Always,Always,Always,Never,Never,Never,Always,Sometimes,Sometimes,Always,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,True
933,Never,Sometimes,Sometimes,Sometimes,Always,Never,Never,Sometimes,Never,Sometimes,Always,Sometimes,Never,Always,Sometimes,Always,Sometimes,Sometimes,Always,Always,False
934,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Always,Never,Never,Sometimes,Never,Sometimes,Always,Never,Never,Never,Never,Never,Always,True
935,Sometimes,Always,Never,Never,Sometimes,Never,Never,Always,Always,Sometimes,Never,Always,Sometimes,Never,Always,Always,Sometimes,Always,Always,Always,False
936,Always,Never,Sometimes,Sometimes,Sometimes,Always,Never,Always,Sometimes,Never,Never,Never,Never,Always,Never,Never,Sometimes,Sometimes,Sometimes,Always,True
937,Never,Always,Never,Sometimes,Always,Always,Always,Never,Always,Sometimes,Sometimes,Never,Always,Never,Sometimes,Always,Sometimes,Always,Always,Never,False
938,Always,Sometimes,Always,Sometimes,Always,Never,Sometimes,Never,Never,Always,Never,Never,Never,Sometimes,Always,Always,Always,Sometimes,Always,Always,True
939,Always,Always,Never,Always,Never,Sometimes,Always,Always,Sometimes,Never,Always,Sometimes,Never,Never,Always,Sometimes,Always,Sometimes,Always,Always,False
940,Always,Always,Always,Never,Always,Never,Always,Never,Sometimes,Sometimes,Never,Sometimes,Always,Never,Sometimes,Never,Sometimes,Sometimes,Always,Never,True
941,Always,Always,Never,Sometimes,Always,Sometimes,Never,Never,Always,Sometimes,Always,Never,Sometimes,Always,Always,Always,Never,Always,Never,Sometimes,False
942,Never,Always,Sometimes,Never,Always,Never,Always,Never,Sometimes,Always,Sometimes,Always,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Never,Always,True
943,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Never,Never,Sometimes,Never,Always,Never,Never,Never,Sometimes,Sometimes,Always,Sometimes,Always,Sometimes,False
944,Always,Never,Sometimes,Always,Never,Always,Always,Sometimes,Always,Always,Sometimes,Always,Never,Always,Sometimes,Sometimes,Sometimes,Never,Always,Never,True
945,Never,Sometimes,Never,Never,Always,Sometimes,Always,Sometimes,Never,Always,Sometimes,Sometimes,Never,Sometimes,Always,Never,Sometimes,Always,Always,Always,False
946,Always,Sometimes,Never,Always,Sometimes,Always,Sometimes,Never,Never,Sometimes,Never,Never,Always,Always,Always,Never,Always,Never,Always,Sometimes,True
947,Sometimes,Sometimes,Sometimes,Never,Always,Never,Sometimes,Never,Sometimes,Sometimes,Always,Always,Always,Sometimes,Never,Sometimes,Never,Always,Always,Always,False
948,Sometimes,Never,Sometimes,Sometimes,Always,Never,Never,Sometimes,Sometimes,Sometimes,Never,Never,Always,Always,Sometimes,Never,Never,Always,Never,Sometimes,True
949,Never,Sometimes,Never,Sometimes,Always,Never,Sometimes,Sometimes,Always,Always,Sometimes,Always,Sometimes,Always,Sometimes,Never,Never,Always,Always,Sometimes,False
950,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Always,Always,Sometimes,Sometimes,Sometimes,Always,Sometimes,Never,Never,Always,Never,Always,Sometimes,Always,True
951,Always,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Always,Always,Always,Never,Always,Always,Always,Always,Never,Sometimes,Always,False
952,Never,Sometimes,Sometimes,Sometimes,Always,Sometimes,Never,Sometimes,Always,Sometimes,Never,Always,Never,Sometimes,Sometimes,Always,Always,Always,Always,Sometimes,True
953,Never,Sometimes,Never,Never,Always,Sometimes,Never,Sometimes,Sometimes,Never,Always,Sometimes,Sometimes,Always,Sometimes,Always,Sometimes,Sometimes,Sometimes,Never,False
954,Never,Always,Sometimes,Always,Sometimes,Never,Sometimes,Always,Sometimes,Always,Sometimes,Sometimes,Always,Sometimes,Sometimes,Always,Never,Always,Always,Never,True
955,Sometimes,Sometimes,Never,Never,Never,Sometimes,Sometimes,Sometimes,Always,Always,Always,Never,Always,Always,Always,Always,Always,Sometimes,Sometimes,Never,False
956,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,Always,Never,Sometimes,Sometimes,Always,Always,Never,Always,Sometimes,Always,Always,Always,Always,True
957,Sometimes,Never,Always,Sometimes,Never,Always,Always,Sometimes,Always,Always,Always,Sometimes,Always,Sometimes,Always,Never,Sometimes,Never,Never,Always,False
958,Always,Never,Always,Never,Always,Sometimes,Never,Never,Never,Never,Never,Never,Always,Always,Never,Never,Sometimes,Sometimes,Never,Never,True
959,Always,Sometimes,Never,Never,Never,Always,Never,Always,Never,Never,Never,Never,Sometimes,Always,Never,Never,Always,Never,Always,Sometimes,False
960,Always,Always,Always,Sometimes,Sometimes,Sometimes,Always,Sometimes,Never,Sometimes,Sometimes,Sometimes,Always,Always,Sometimes,Never,Always,Sometimes,Never,Always,True
961,Never,Always,Never,Never,Always,Never,Always,Sometimes,Sometimes,Always,Always,Always,Always,Always,Sometimes,Sometimes,Never,Always,Never,Sometimes,False
962,Always,Never,Sometimes,Sometimes,Never,Always,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Always,Never,Always,Always,Sometimes,Sometimes,Never,Sometimes,True
963,Always,Always,Never,Never,Always,Never,Sometimes,Never,Always,Never,Always,Always,Always,Never,Sometimes,Never,Always,Never,Always,Always,False
964,Always,Always,Always,Always,Sometimes,Never,Always,Always,Sometimes,Sometimes,Never,Always,Never,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,True
965,Never,Always,Never,Sometimes,Always,Never,Never,Sometimes,Sometimes,Always,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Always,Always,Never,False
966,Never,Always,Never,Sometimes,Never,Always,Always,Always,Always,Sometimes,Never,Always,Always,Always,Never,Sometimes,Sometimes,Never,Sometimes,Never,True
967,Sometimes,Always,Never,Sometimes,Never,Never,Never,Always,Always,Always,Sometimes,Always,Always,Never,Always,Never,Always,Sometimes,Sometimes,Never,False
968,Always,Never,Always,Always,Never,Never,Never,Always,Never,Always,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,Always,Never,Sometimes,Always,True
969,Never,Always,Sometimes,Always,Always,Sometimes,Always,Never,Always,Always,Always,Always,Never,Sometimes,Always,Sometimes,Never,Always,Always,Never,False
970,Sometimes,Never,Always,Always,Never,Never,Always,Always,Always,Sometimes,Never,Sometimes,Never,Sometimes,Never,Sometimes,Always,Sometimes,Always,Always,True
971,Always,Never,Never,Always,Never,Sometimes,Always,Sometimes,Sometimes,Sometimes,Always,Sometimes,Never,Never,Never,Never,Sometimes,Never,Always,Never,False
972,Sometimes,Sometimes,Always,Always,Sometimes,Sometimes,Never,Always,Always,Never,Sometimes,Never,Sometimes,Never,Always,Always,Always,Sometimes,Sometimes,Always,True
973,Always,Sometimes,Never,Never,Never,Always,Always,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Always,Always,False
974,Never,Always,Sometimes,Never,Never,Never,Always,Always,Never,Sometimes,Sometimes,Always,Sometimes,Sometimes,Sometimes,Never,Always,Always,Always,Never,True
975,Sometimes,Always,Sometimes,Sometimes,Sometimes,Always,Sometimes,Never,Sometimes,Always,Always,Always,Always,Never,Always,Sometimes,Always,Always,Never,Never,False
976,Never,Sometimes,Always,Always,Always,Always,Sometimes,Never,Sometimes,Never,Sometimes,Always,Sometimes,Always,Always,Sometimes,Sometimes,Always,Always,Always,True
977,Sometimes,Never,Sometimes,Always,Sometimes,Always,Never,Always,Never,Never,Always,Never,Never,Sometimes,Always,Sometimes,Always,Always,Always,Always,False
978,Sometimes,Always,Always,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Always,Always,Always,Never,Sometimes,Always,Sometimes,Sometimes,Never,True
979,Always,Never,Never,Sometimes,Always,Never,Never,Never,Sometimes,Never,Never,Never,Sometimes,Always,Sometimes,Always,Always,Sometimes,Sometimes,Always,False
980,Sometimes,Never,Always,Never,Always,Sometimes,Never,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Never,Always,Always,Never,True
981,Never,Never,Never,Sometimes,Never,Always,Always,Always,Always,Sometimes,Sometimes,Always,Always,Never,Sometimes,Always,Never,Never,Sometimes,Never,False
982,Always,Sometimes,Sometimes,Sometimes,Sometimes,Never,Always,Never,Never,Never,Never,Never,Always,Never,Never,Never,Always,Never,Sometimes,Never,True
983,Sometimes,Never,Never,Always,Always,Sometimes,Sometimes,Never,Sometimes,Always,Always,Sometimes,Always,Never,Always,Never,Sometimes,Never,Always,Never,False
984,Never,Never,Always,Sometimes,Never,Sometimes,Always,Always,Never,Sometimes,Sometimes,Never,Always,Always,Never,Never,Always,Always,Never,Never,True
985,Always,Sometimes,Never,Never,Always,Sometimes,Never,Always,Always,Always,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,False
986,Never,Always,Never,Never,Sometimes,Sometimes,Never,Always,Sometimes,Always,Never,Never,Always,Sometimes,Always,Never,Sometimes,Always,Never,Sometimes,True
987,Never,Sometimes,Never,Sometimes,Never,Always,Sometimes,Sometimes,Always,Never,Always,Never,Never,Never,Never,Never,Sometimes,Never,Sometimes,Sometimes,False
988,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Never,Always,Never,Never,Never,Always,Never,Sometimes,Sometimes,Never,Always,Sometimes,Sometimes,Never,True
989,Sometimes,Never,Never,Never,Sometimes,Never,Never,Sometimes,Always,Never,Always,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,False
990,Always,Never,Sometimes,Never,Never,Sometimes,Always,Always,Always,Never,Never,Always,Always,Sometimes,Always,Sometimes,Never,Never,Never,Sometimes,True
991,Never,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Always,Never,Always,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,Always,Never,False
